-0.00002046400,0.04000,0.12000
-0.00002046200,0.00,0.12000
-0.00002046000,0.00,0.04000
-0.00002045800,0.04000,0.00
-0.00002045600,-0.04000,0.00
-0.00002045400,0.08000,0.12000
-0.00002045200,0.04000,0.12000
-0.00002045000,0.00,0.04000
-0.00002044800,0.04000,0.00
-0.00002044600,0.00,0.00
-0.00002044400,0.04000,0.12000
-0.00002044200,0.04000,0.08000
-0.00002044000,0.00,0.04000
-0.00002043800,0.04000,0.00
-0.00002043600,-0.04000,0.00
-0.00002043400,0.04000,0.12000
-0.00002043200,0.00,0.12000
-0.00002043000,0.00,0.04000
-0.00002042800,0.04000,0.00
-0.00002042600,-0.04000,0.00
-0.00002042400,0.04000,0.12000
-0.00002042200,0.00,0.08000
-0.00002042000,0.04000,0.04000
-0.00002041800,0.04000,0.00
-0.00002041600,-0.04000,0.00
-0.00002041400,0.04000,0.12000
-0.00002041200,0.04000,0.08000
-0.00002041000,0.00,0.00
-0.00002040800,0.04000,0.00
-0.00002040600,0.00,0.00
-0.00002040400,0.04000,0.12000
-0.00002040200,0.00,0.08000
-0.00002040000,0.00,0.04000
-0.00002039800,0.00,0.00
-0.00002039600,0.00,0.00
-0.00002039400,0.04000,0.08000
-0.00002039200,0.00,0.12000
-0.00002039000,0.00,0.04000
-0.00002038800,0.04000,0.04000
-0.00002038600,0.00,0.00
-0.00002038400,0.04000,0.12000
-0.00002038200,-0.04000,0.12000
-0.00002038000,0.00,0.04000
-0.00002037800,0.04000,0.00
-0.00002037600,-0.04000,0.00
-0.00002037400,0.04000,0.08000
-0.00002037200,0.00,0.08000
-0.00002037000,0.00,0.00
-0.00002036800,0.04000,0.00
-0.00002036600,0.00,0.00
-0.00002036400,0.08000,0.12000
-0.00002036200,0.00,0.08000
-0.00002036000,0.00,0.04000
-0.00002035800,0.04000,0.00
-0.00002035600,0.00,0.00
-0.00002035400,0.04000,0.12000
-0.00002035200,0.00,0.12000
-0.00002035000,0.00,0.04000
-0.00002034800,0.04000,0.00
-0.00002034600,0.00,0.00
-0.00002034400,0.04000,0.12000
-0.00002034200,0.00,0.12000
-0.00002034000,0.04000,0.04000
-0.00002033800,0.04000,0.00
-0.00002033600,-0.04000,0.00
-0.00002033400,0.00,0.12000
-0.00002033200,0.04000,0.08000
-0.00002033000,0.04000,0.04000
-0.00002032800,0.00,0.00
-0.00002032600,0.00,0.00
-0.00002032400,0.04000,0.12000
-0.00002032200,0.04000,0.12000
-0.00002032000,0.00,0.04000
-0.00002031800,0.04000,0.00
-0.00002031600,-0.04000,0.00
-0.00002031400,0.04000,0.12000
-0.00002031200,0.04000,0.08000
-0.00002031000,0.00,0.04000
-0.00002030800,0.04000,0.00
-0.00002030600,-0.04000,0.00
-0.00002030400,0.00,0.12000
-0.00002030200,0.00,0.12000
-0.00002030000,0.00,0.04000
-0.00002029800,0.04000,0.00
-0.00002029600,-0.04000,0.00
-0.00002029400,0.00,0.08000
-0.00002029200,0.04000,0.12000
-0.00002029000,0.04000,0.04000
-0.00002028800,0.04000,0.00
-0.00002028600,-0.04000,0.00
-0.00002028400,0.00,0.12000
-0.00002028200,0.04000,0.12000
-0.00002028000,0.04000,0.00
-0.00002027800,0.04000,0.04000
-0.00002027600,0.00,0.00
-0.00002027400,0.04000,0.08000
-0.00002027200,0.00,0.12000
-0.00002027000,0.04000,0.04000
-0.00002026800,0.04000,0.00
-0.00002026600,0.00,0.00
-0.00002026400,0.04000,0.12000
-0.00002026200,0.00,0.12000
-0.00002026000,0.00,0.00
-0.00002025800,0.00,0.00
-0.00002025600,-0.04000,0.00
-0.00002025400,0.04000,0.12000
-0.00002025200,0.04000,0.12000
-0.00002025000,0.04000,0.04000
-0.00002024800,0.00,0.00
-0.00002024600,-0.04000,0.00
-0.00002024400,0.04000,0.12000
-0.00002024200,0.00,0.12000
-0.00002024000,0.00,0.04000
-0.00002023800,0.04000,0.04000
-0.00002023600,-0.04000,0.00
-0.00002023400,0.08000,0.12000
-0.00002023200,0.04000,0.12000
-0.00002023000,0.00,0.00
-0.00002022800,0.00,0.00
-0.00002022600,-0.04000,0.00
-0.00002022400,0.04000,0.12000
-0.00002022200,0.00,0.12000
-0.00002022000,0.00,0.04000
-0.00002021800,0.04000,0.00
-0.00002021600,-0.04000,0.00
-0.00002021400,0.04000,0.12000
-0.00002021200,0.00,0.08000
-0.00002021000,0.00,0.04000
-0.00002020800,0.04000,0.00
-0.00002020600,-0.04000,0.00
-0.00002020400,0.04000,0.12000
-0.00002020200,0.04000,0.08000
-0.00002020000,0.00,0.04000
-0.00002019800,0.04000,0.04000
-0.00002019600,-0.04000,0.00
-0.00002019400,0.04000,0.12000
-0.00002019200,0.00,0.08000
-0.00002019000,0.00,0.04000
-0.00002018800,0.04000,0.00
-0.00002018600,-0.04000,0.00
-0.00002018400,0.04000,0.12000
-0.00002018200,0.04000,0.12000
-0.00002018000,0.00,0.00
-0.00002017800,0.04000,0.00
-0.00002017600,-0.04000,0.00
-0.00002017400,0.04000,0.12000
-0.00002017200,0.04000,0.12000
-0.00002017000,0.00,0.04000
-0.00002016800,0.04000,0.04000
-0.00002016600,-0.04000,0.04000
-0.00002016400,0.04000,0.12000
-0.00002016200,0.00,0.08000
-0.00002016000,0.00,0.00
-0.00002015800,0.04000,0.00
-0.00002015600,0.00,0.00
-0.00002015400,0.04000,0.12000
-0.00002015200,0.04000,0.08000
-0.00002015000,0.00,0.00
-0.00002014800,0.00,0.04000
-0.00002014600,-0.04000,0.00
-0.00002014400,0.08000,0.08000
-0.00002014200,0.04000,0.08000
-0.00002014000,0.00,0.04000
-0.00002013800,0.04000,0.00
-0.00002013600,-0.04000,0.00
-0.00002013400,0.08000,0.12000
-0.00002013200,0.04000,0.08000
-0.00002013000,0.00,0.04000
-0.00002012800,0.04000,0.00
-0.00002012600,0.00,0.00
-0.00002012400,0.04000,0.08000
-0.00002012200,0.00,0.12000
-0.00002012000,0.00,0.04000
-0.00002011800,0.00,0.00
-0.00002011600,0.00,0.00
-0.00002011400,0.04000,0.08000
-0.00002011200,0.00,0.12000
-0.00002011000,0.04000,0.00
-0.00002010800,0.04000,0.00
-0.00002010600,-0.04000,0.00
-0.00002010400,0.04000,0.12000
-0.00002010200,0.04000,0.08000
-0.00002010000,0.04000,0.04000
-0.00002009800,0.04000,0.00
-0.00002009600,0.00,0.00
-0.00002009400,0.04000,0.12000
-0.00002009200,0.00,0.08000
-0.00002009000,0.00,0.04000
-0.00002008800,0.04000,0.00
-0.00002008600,-0.04000,0.00
-0.00002008400,0.04000,0.12000
-0.00002008200,0.04000,0.12000
-0.00002008000,0.00,0.00
-0.00002007800,0.04000,0.00
-0.00002007600,-0.04000,0.00
-0.00002007400,0.04000,0.12000
-0.00002007200,0.00,0.12000
-0.00002007000,0.04000,0.04000
-0.00002006800,0.04000,0.00
-0.00002006600,-0.04000,0.00
-0.00002006400,0.04000,0.12000
-0.00002006200,0.04000,0.12000
-0.00002006000,0.00,0.00
-0.00002005800,0.04000,0.00
-0.00002005600,0.00,0.00
-0.00002005400,0.00,0.12000
-0.00002005200,0.00,0.08000
-0.00002005000,0.04000,0.04000
-0.00002004800,0.00,0.00
-0.00002004600,-0.04000,0.00
-0.00002004400,0.04000,0.12000
-0.00002004200,0.04000,0.12000
-0.00002004000,0.04000,0.00
-0.00002003800,0.04000,0.00
-0.00002003600,-0.04000,0.00
-0.00002003400,0.04000,0.08000
-0.00002003200,0.00,0.12000
-0.00002003000,0.04000,0.04000
-0.00002002800,0.04000,0.00
-0.00002002600,-0.04000,0.00
-0.00002002400,0.04000,0.12000
-0.00002002200,0.00,0.08000
-0.00002002000,0.04000,0.04000
-0.00002001800,0.04000,0.00
-0.00002001600,0.00,0.00
-0.00002001400,0.04000,0.08000
-0.00002001200,0.00,0.08000
-0.00002001000,0.04000,0.04000
-0.00002000800,0.04000,0.04000
-0.00002000600,0.00,0.00
-0.00002000400,0.04000,0.12000
-0.00002000200,0.00,0.08000
-0.00002000000,0.00,0.04000
-0.00001999800,0.04000,0.00
-0.00001999600,-0.04000,0.00
-0.00001999400,0.04000,0.12000
-0.00001999200,0.04000,0.12000
-0.00001999000,0.04000,0.04000
-0.00001998800,0.04000,0.00
-0.00001998600,-0.04000,0.00
-0.00001998400,0.04000,0.08000
-0.00001998200,0.04000,0.08000
-0.00001998000,0.04000,0.04000
-0.00001997800,0.04000,0.04000
-0.00001997600,-0.04000,0.00
-0.00001997400,0.00,0.12000
-0.00001997200,0.04000,0.08000
-0.00001997000,0.00,0.04000
-0.00001996800,0.04000,0.04000
-0.00001996600,-0.04000,0.00
-0.00001996400,0.04000,0.12000
-0.00001996200,0.00,0.08000
-0.00001996000,0.00,0.04000
-0.00001995800,0.04000,0.00
-0.00001995600,-0.04000,0.00
-0.00001995400,0.04000,0.12000
-0.00001995200,0.04000,0.12000
-0.00001995000,0.00,0.00
-0.00001994800,0.00,0.00
-0.00001994600,0.00,0.00
-0.00001994400,0.04000,0.12000
-0.00001994200,0.04000,0.12000
-0.00001994000,0.00,0.04000
-0.00001993800,0.04000,0.00
-0.00001993600,-0.04000,0.00
-0.00001993400,0.04000,0.08000
-0.00001993200,0.00,0.12000
-0.00001993000,0.00,0.04000
-0.00001992800,0.00,0.00
-0.00001992600,0.00,0.00
-0.00001992400,0.08000,0.12000
-0.00001992200,0.00,0.08000
-0.00001992000,0.00,0.04000
-0.00001991800,0.00,0.00
-0.00001991600,-0.04000,0.00
