Record Length,2.500000e+03,,  -0.000000020000,   0.00400,
Sample Interval,2.000000e-11,,  -0.000000019980,   0.00400,
Trigger Point,1.000000000000e+03,,  -0.000000019960,   0.00400,
,,,  -0.000000019940,   0.00400,
,,,  -0.000000019920,   0.00400,
,,,  -0.000000019900,   0.00400,
Source,CH1,,  -0.000000019880,   0.00400,
Vertical Units,V,,  -0.000000019860,   0.00400,
Vertical Scale,1.000000e-01,,  -0.000000019840,   0.00400,
Vertical Offset,-2.000000e-01,,  -0.000000019820,   0.00400,
Horizontal Units,s,,  -0.000000019800,   0.00400,
Horizontal Scale,5.000000e-09,,  -0.000000019780,   0.00400,
Pt Fmt,Y,,  -0.000000019760,   0.00400,
Yzero,0.000000e+00,,  -0.000000019740,   0.00400,
Probe Atten,1.000000e+00,,  -0.000000019720,   0.00400,
Model Number,TDS2024B,,  -0.000000019700,   0.00400,
Serial Number,C034914,,  -0.000000019680,   0.00400,
Firmware Version,FV:v22.16,,  -0.000000019660,   0.00400,
,,,-00.000000019640,   0.00400,
,,,-00.000000019620,   0.00400,
,,,-00.000000019600,   0.00400,
,,,-00.000000019580,   0.00400,
,,,-00.000000019560,   0.00400,
,,,-00.000000019540,   0.00400,
,,,-00.000000019520,   0.00400,
,,,-00.000000019500,   0.00400,
,,,-00.000000019480,   0.00400,
,,,-00.000000019460,   0.00400,
,,,-00.000000019440,   0.00400,
,,,-00.000000019420,   0.00400,
,,,-00.000000019400,   0.00400,
,,,-00.000000019380,   0.00400,
,,,-00.000000019360,   0.00400,
,,,-00.000000019340,   0.00400,
,,,-00.000000019320,   0.00400,
,,,-00.000000019300,   0.00400,
,,,-00.000000019280,   0.00400,
,,,-00.000000019260,   0.00400,
,,,-00.000000019240,   0.00400,
,,,-00.000000019220,   0.00400,
,,,-00.000000019200,   0.00400,
,,,-00.000000019180,   0.00400,
,,,-00.000000019160,   0.00400,
,,,-00.000000019140,   0.00400,
,,,-00.000000019120,   0.00400,
,,,-00.000000019100,   0.00400,
,,,-00.000000019080,   0.00400,
,,,-00.000000019060,   0.00400,
,,,-00.000000019040,   0.00400,
,,,-00.000000019020,   0.00400,
,,,-00.000000019000,   0.00800,
,,,-00.000000018980,   0.00800,
,,,-00.000000018960,   0.00800,
,,,-00.000000018940,   0.00800,
,,,-00.000000018920,   0.00800,
,,,-00.000000018900,   0.00800,
,,,-00.000000018880,   0.00800,
,,,-00.000000018860,   0.00800,
,,,-00.000000018840,   0.00800,
,,,-00.000000018820,   0.00800,
,,,-00.000000018800,   0.00800,
,,,-00.000000018780,   0.00800,
,,,-00.000000018760,   0.00800,
,,,-00.000000018740,   0.01200,
,,,-00.000000018720,   0.01200,
,,,-00.000000018700,   0.01200,
,,,-00.000000018680,   0.01200,
,,,-00.000000018660,   0.01200,
,,,-00.000000018640,   0.01200,
